r1 r2 r3 w
1.000000000000 0.000000000000 0.000000000000 0.026521422409
0.000000000000 1.000000000000 0.000000000000 0.026521422409
0.000000000000 0.000000000000 1.000000000000 0.026521422409
0.707106781187 0.707106781187 0.000000000000 0.019930147631
0.707106781187 -0.707106781187 0.000000000000 0.019930147631
0.707106781187 0.000000000000 0.707106781187 0.019930147631
0.707106781187 0.000000000000 -0.707106781187 0.019930147631
0.000000000000 0.707106781187 0.707106781187 0.019930147631
0.000000000000 0.707106781187 -0.707106781187 0.019930147631
0.387907304067 0.387907304067 0.836095596749 0.025071236749
0.387907304067 0.387907304067 -0.836095596749 0.025071236749
0.387907304067 -0.387907304067 0.836095596749 0.025071236749
0.387907304067 -0.387907304067 -0.836095596749 0.025071236749
0.387907304067 0.836095596749 0.387907304067 0.025071236749
0.387907304067 0.836095596749 -0.387907304067 0.025071236749
0.387907304067 -0.836095596749 0.387907304067 0.025071236749
0.387907304067 -0.836095596749 -0.387907304067 0.025071236749
0.836095596749 0.387907304067 0.387907304067 0.025071236749
0.836095596749 0.387907304067 -0.387907304067 0.025071236749
0.836095596749 -0.387907304067 0.387907304067 0.025071236749
0.836095596749 -0.387907304067 -0.387907304067 0.025071236749
-1.000000000000 -0.000000000000 -0.000000000000 0.026521422409
-0.000000000000 -1.000000000000 -0.000000000000 0.026521422409
-0.000000000000 -0.000000000000 -1.000000000000 0.026521422409
-0.707106781187 -0.707106781187 -0.000000000000 0.019930147631
-0.707106781187 0.707106781187 -0.000000000000 0.019930147631
-0.707106781187 -0.000000000000 -0.707106781187 0.019930147631
-0.707106781187 -0.000000000000 0.707106781187 0.019930147631
-0.000000000000 -0.707106781187 -0.707106781187 0.019930147631
-0.000000000000 -0.707106781187 0.707106781187 0.019930147631
-0.387907304067 -0.387907304067 -0.836095596749 0.025071236749
-0.387907304067 -0.387907304067 0.836095596749 0.025071236749
-0.387907304067 0.387907304067 -0.836095596749 0.025071236749
-0.387907304067 0.387907304067 0.836095596749 0.025071236749
-0.387907304067 -0.836095596749 -0.387907304067 0.025071236749
-0.387907304067 -0.836095596749 0.387907304067 0.025071236749
-0.387907304067 0.836095596749 -0.387907304067 0.025071236749
-0.387907304067 0.836095596749 0.387907304067 0.025071236749
-0.836095596749 -0.387907304067 -0.387907304067 0.025071236749
-0.836095596749 -0.387907304067 0.387907304067 0.025071236749
-0.836095596749 0.387907304067 -0.387907304067 0.025071236749
-0.836095596749 0.387907304067 0.387907304067 0.025071236749
